From	To	Species	Gene Name
2519	ENSG00000001036	Homo sapiens	alpha-L-fucosidase 2(FUCA2)
2517	ENSG00000179163	Homo sapiens	alpha-L-fucosidase 1(FUCA1)
80150	ENSG00000162174	Homo sapiens	asparaginase and isoaspartyl peptidase 1(ASRGL1)
114805	ENSG00000144278	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 13(GALNT13)
9167	ENSG00000115944	Homo sapiens	cytochrome c oxidase subunit 7A2 like(COX7A2L)
130013	ENSG00000153086	Homo sapiens	aminocarboxymuconate semialdehyde decarboxylase(ACMSD)
27306	ENSG00000163106	Homo sapiens	hematopoietic prostaglandin D synthase(HPGDS)
93010	ENSG00000156966	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3GNT7)
9162	ENSG00000157680	Homo sapiens	diacylglycerol kinase iota(DGKI)
29968	ENSG00000135069	Homo sapiens	phosphoserine aminotransferase 1(PSAT1)
4705	ENSG00000130414	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A10(NDUFA10)
3615	ENSG00000178035	Homo sapiens	inosine monophosphate dehydrogenase 2(IMPDH2)
2525	ENSG00000292063	Homo sapiens	fucosyltransferase 3 (Lewis blood group)(FUT3)
2525	ENSG00000171124	Homo sapiens	fucosyltransferase 3 (Lewis blood group)(FUT3)
4706	ENSG00000004779	Homo sapiens	NADH:ubiquinone oxidoreductase subunit AB1(NDUFAB1)
3614	ENSG00000106348	Homo sapiens	inosine monophosphate dehydrogenase 1(IMPDH1)
4707	ENSG00000183648	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B1(NDUFB1)
2766	ENSG00000137198	Homo sapiens	guanosine monophosphate reductase(GMPR)
3613	ENSG00000141401	Homo sapiens	inositol monophosphatase 2(IMPA2)
2523	ENSG00000174951	Homo sapiens	fucosyltransferase 1 (H blood group)(FUT1)
4708	ENSG00000090266	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B2(NDUFB2)
3612	ENSG00000133731	Homo sapiens	inositol monophosphatase 1(IMPA1)
4709	ENSG00000119013	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B3(NDUFB3)
83697	ENSG00000113073	Homo sapiens	solute carrier family 4 member 9(SLC4A9)
2762	ENSG00000112699	Homo sapiens	GDP-mannose 4,6-dehydratase(GMDS)
1431	ENSG00000062485	Homo sapiens	citrate synthase(CS)
81031	ENSG00000197496	Homo sapiens	solute carrier family 2 member 10(SLC2A10)
4700	ENSG00000273397	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)
4700	ENSG00000277365	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)
4700	ENSG00000184983	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)
4700	ENSG00000272765	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)
4700	ENSG00000281013	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)
4942	ENSG00000065154	Homo sapiens	ornithine aminotransferase(OAT)
4701	ENSG00000267855	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A7(NDUFA7)
4702	ENSG00000119421	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A8(NDUFA8)
4704	ENSG00000139180	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A9(NDUFA9)
112611	ENSG00000013392	Homo sapiens	RWD domain containing 2A(RWDD2A)
26227	ENSG00000092621	Homo sapiens	phosphoglycerate dehydrogenase(PHGDH)
4716	ENSG00000140990	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B10(NDUFB10)
4716	ENSG00000291930	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B10(NDUFB10)
123745	ENSG00000188089	Homo sapiens	phospholipase A2 group IVE(PLA2G4E)
5805	ENSG00000150787	Homo sapiens	6-pyruvoyltetrahydropterin synthase(PTS)
4717	ENSG00000109390	Homo sapiens	NADH:ubiquinone oxidoreductase subunit C1(NDUFC1)
4718	ENSG00000151366	Homo sapiens	NADH:ubiquinone oxidoreductase subunit C2(NDUFC2)
23193	ENSG00000089597	Homo sapiens	glucosidase II alpha subunit(GANAB)
4719	ENSG00000283447	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)
4719	ENSG00000023228	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)
84532	ENSG00000154930	Homo sapiens	acyl-CoA synthetase short chain family member 1(ACSS1)
2531	ENSG00000119537	Homo sapiens	3-ketodihydrosphingosine reductase(KDSR)
1200	ENSG00000166340	Homo sapiens	tripeptidyl peptidase 1(TPP1)
3620	ENSG00000131203	Homo sapiens	indoleamine 2,3-dioxygenase 1(IDO1)
2530	ENSG00000033170	Homo sapiens	fucosyltransferase 8(FUT8)
4710	ENSG00000065518	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B4(NDUFB4)
4952	ENSG00000122126	Homo sapiens	OCRL inositol polyphosphate-5-phosphatase(OCRL)
4711	ENSG00000136521	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)
4953	ENSG00000115758	Homo sapiens	ornithine decarboxylase 1(ODC1)
4712	ENSG00000165264	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)
4713	ENSG00000099795	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B7(NDUFB7)
2539	ENSG00000160211	Homo sapiens	glucose-6-phosphate dehydrogenase(G6PD)
4714	ENSG00000166136	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B8(NDUFB8)
4714	ENSG00000255339	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B8(NDUFB8)
3628	ENSG00000151689	Homo sapiens	inositol polyphosphate-1-phosphatase(INPP1)
2538	ENSG00000131482	Homo sapiens	glucose-6-phosphatase catalytic subunit 1(G6PC1)
4715	ENSG00000147684	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B9(NDUFB9)
